costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,dlcq,dlttq
A,USD,STD,BANK,C,6020,2000-03-31,029101,FFIN,13.1090,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,029112,FSNMQ,47.8610,11.1390
I,USD,STD,BANK,C,6020,2000-03-31,029211,BPFH,27.2270,74.6130
A,USD,STD,BANK,C,6020,2000-03-31,029286,BBAR,,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,029340,FFDB,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,029446,OKSB,145.6230,25.0130
A,USD,STD,BANK,C,6020,2000-03-31,029466,FBSI,0.0000,6.0820
I,USD,STD,BANK,C,6020,2000-03-31,029507,REPB.1,46.1000,55.2870
I,USD,STD,BANK,C,6020,2000-03-31,029613,CACB,0.0000,11.2200
A,USD,STD,BANK,C,6020,2000-03-31,029855,FMNB,32.8010,15.9650
I,USD,STD,BANK,C,6020,2000-03-31,029899,TRBS,13.6040,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,029946,LARK,0.0000,60.5000
I,USD,STD,BANK,C,6020,2000-03-31,029993,CMBC,0.0000,10.7450
I,USD,STD,BANK,C,6020,2000-03-31,030017,METB,2.5840,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,030082,DNBF,0.0000,22.7450
I,USD,STD,BANK,C,6020,2000-03-31,030115,JRBK,7.2770,8.0000
I,USD,STD,BANK,C,6020,2000-03-31,030162,SBNK,,
I,USD,STD,BANK,C,6020,2000-03-31,030214,CNBF,31.0180,24.0100
A,USD,STD,BANK,C,6020,2000-03-31,030218,BSAC,,
A,USD,STD,BANK,C,6020,2000-03-31,030222,ABCB,0.4870,36.9170
I,USD,STD,BANK,C,6020,2000-03-31,030229,CBIV,0.0000,0.2290
I,USD,STD,BANK,C,6020,2000-03-31,030328,COB,12.1470,15.0000
I,USD,STD,BANK,C,6020,2000-03-31,030342,RBKV,0.0000,25.5000
I,USD,STD,BANK,C,6020,2000-03-31,030445,CBMD,49.2650,20.0000
A,USD,STD,BANK,C,6020,2000-03-31,030452,BBD,,
A,USD,STD,BANK,C,6020,2000-03-31,030501,KB,0.0000,12587.3500
A,USD,STD,BANK,C,6020,2000-03-31,030580,ITUB,2462.4300,4942.8170
A,USD,STD,BANK,C,6020,2000-03-31,030582,NBGGY,,
I,USD,STD,BANK,C,6020,2000-03-31,030640,METR,0.0000,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,030647,PNBK,0.0000,0.8670
A,USD,STD,BANK,C,6020,2000-03-31,030679,3BWPSY,,
I,USD,STD,BANK,C,6020,2000-03-31,030685,OSKY,0.0000,79.3540
I,USD,STD,BANK,C,6020,2000-03-31,030888,LION.1,47.2880,39.5000
I,USD,STD,BANK,C,6020,2000-03-31,030912,BSB.1,,
I,USD,STD,BANK,C,6020,2000-03-31,031062,ALAB.1,137.0150,125.0960
I,USD,STD,BANK,C,6020,2000-03-31,031135,SKCB,3.2000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031136,SBGA,12.1790,10.0000
I,USD,STD,BANK,C,6020,2000-03-31,031254,FVNB,8.8010,23.2200
I,USD,STD,BANK,C,6020,2000-03-31,031267,SFBC.1,1.0690,11.7240
I,USD,STD,BANK,C,6020,2000-03-31,031270,BSXT,11.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031335,BLCA.1,0.0000,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,031368,HAFC,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031433,3STYB,132.4720,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031593,FWVB,13.5730,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031604,INFN.2,9.0790,1.2000
I,USD,STD,BANK,C,6020,2000-03-31,031627,CBN.1,4.7510,3.0000
I,USD,STD,BANK,C,6020,2000-03-31,031692,MBFI,267.6710,32.4030
I,USD,STD,BANK,C,6020,2000-03-31,031702,YCB,120.5430,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031703,GFED,0.0000,121.1500
I,USD,STD,BANK,C,6020,2000-03-31,031716,WEFP,0.0000,20.0000
I,USD,STD,BANK,C,6020,2000-03-31,031725,3FSTH.,1.4890,35.1270
I,USD,STD,BANK,C,6020,2000-03-31,031749,VIBC,10.0000,136.7830
A,USD,STD,BANK,C,6020,2000-03-31,031764,BMRC,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,031778,AWBCQ,1.7000,0.6840
I,USD,STD,BANK,C,6020,2000-03-31,031894,BWCF,0.0000,0.3050
A,USD,STD,BANK,C,6020,2000-03-31,031895,BHB,15.7490,127.8190
I,USD,STD,BANK,C,6020,2000-03-31,060823,YANB,26.9420,326.3850
I,USD,STD,BANK,C,6020,2000-03-31,060949,CFIC.,36.2610,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,060983,AMRB,0.0000,2.1150
I,USD,STD,BANK,C,6020,2000-03-31,060984,HSBI,2.7840,9.5000
A,USD,STD,BANK,C,6020,2000-03-31,060990,BNCC,172.9250,13.7080
A,USD,STD,BANK,C,6020,2000-03-31,061019,HABC,19.1920,75.7150
A,USD,STD,BANK,C,6020,2000-03-31,061055,AUBN,6.7460,43.8260
A,USD,STD,BANK,C,6020,2000-03-31,061067,CIB,486.0000,11.0000
I,USD,STD,BANK,C,6020,2000-03-31,061134,UBB,,
I,USD,STD,BANK,C,6020,2000-03-31,061206,CCBP,0.8000,0.0380
I,USD,STD,BANK,C,6020,2000-03-31,061229,MBHIQ,46.6070,222.4000
I,USD,STD,BANK,C,6020,2000-03-31,061364,ALLE.1,84.4510,43.1100
I,USD,STD,BANK,C,6020,2000-03-31,061390,FIFG.1,0.0000,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,061394,SRNN,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,061444,IMPCQ,0.0000,232.7050
A,USD,STD,BANK,C,6020,2000-03-31,061452,BAP,,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,061487,BANR,569.8730,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,061518,IFIN.1,1051.8560,24.2250
A,USD,STD,BANK,C,6020,2000-03-31,061585,FFIC,461.7530,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,061604,AED.3,181.8000,1150.0000
I,USD,STD,BANK,C,6020,2000-03-31,061647,PBIX.1,152.5080,384.1910
I,USD,STD,BANK,C,6020,2000-03-31,061677,3IFNC,266.9870,67.5000
I,USD,STD,BANK,C,6020,2000-03-31,061679,GBBK.1,39.1000,61.5000
I,USD,STD,BANK,C,6020,2000-03-31,061686,GSLC.1,29.4880,6.9300
I,USD,STD,BANK,C,6020,2000-03-31,061688,OAKF,0.4610,63.1200
I,USD,STD,BANK,C,6020,2000-03-31,061693,HTLF,160.9240,79.1240
I,USD,STD,BANK,C,6020,2000-03-31,061697,DCBK,0.0000,1.0540
I,USD,STD,BANK,C,6020,2000-03-31,061786,CLAS.1,19.5020,0.8350
I,USD,STD,BANK,C,6020,2000-03-31,061791,AREA.1,155.3430,173.5670
I,USD,STD,BANK,C,6020,2000-03-31,061816,IFCB,5.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,061832,CCOWQ,16.2000,9.1950
I,USD,STD,BANK,C,6020,2000-03-31,061866,CCBN,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,061885,CPBK,33.4380,41.8470
I,USD,STD,BANK,C,6020,2000-03-31,061999,AFIC,1.8150,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,062013,BPLS,0.0000,21.0000
I,USD,STD,BANK,C,6020,2000-03-31,062018,COSO.1,11.7620,1.0000
A,USD,STD,BANK,C,6020,2000-03-31,062123,PBHC,38.0840,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,062129,PSBI,36.0840,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,062184,3SRCK,12.0000,0.2880
I,USD,STD,BANK,C,6020,2000-03-31,062224,MROE,,
A,USD,STD,BANK,C,6020,2000-03-31,062243,UNTY,0.0000,3.8760
A,USD,STD,BANK,C,6020,2000-03-31,062365,FNRN,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,062472,VCBI,23.7050,2.9000
I,USD,STD,BANK,C,6020,2000-03-31,062506,FCB.1,1.1040,3.4790
A,USD,STD,BANK,C,6020,2000-03-31,062527,AMFC,0.0000,26.0090
A,USD,STD,BANK,C,6020,2000-03-31,062575,FFDF,0.2870,30.5280
I,USD,STD,BANK,C,6020,2000-03-31,062642,CAPX.1,72.6150,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,062646,CWBC.1,7.2860,159.2840
I,USD,STD,BANK,C,6020,2000-03-31,062654,SASR,223.7850,64.4560
I,USD,STD,BANK,C,6020,2000-03-31,062766,HVB,,
I,USD,STD,BANK,C,6020,2000-03-31,062852,FTFN.,9.4570,13.5470
I,USD,STD,BANK,C,6020,2000-03-31,062895,PFBI,21.7900,79.0570
I,USD,STD,BANK,C,6020,2000-03-31,062972,BKYF,28.7950,0.4970
I,USD,STD,BANK,C,6020,2000-03-31,062976,SBKCQ,,14.1300
A,USD,STD,BANK,C,6020,2000-03-31,062979,SBSI,160.3340,197.4790
A,USD,STD,BANK,C,6020,2000-03-31,063058,SBFG,24.2370,38.8690
I,USD,STD,BANK,C,6020,2000-03-31,063069,BBVAY,,
A,USD,STD,BANK,C,6020,2000-03-31,063135,DCOM,435.6670,525.0000
A,USD,STD,BANK,C,6020,2000-03-31,063232,OCFC,289.4450,50.0000
I,USD,STD,BANK,C,6020,2000-03-31,063238,CBNV,34.1530,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,063244,PABK,4.9760,58.4320
I,USD,STD,BANK,C,6020,2000-03-31,063318,GFLS,14.6070,48.0000
A,USD,STD,BANK,C,6020,2000-03-31,063402,CHBH,11.0130,2.0000
I,USD,STD,BANK,C,6020,2000-03-31,063413,CIBN.,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,063435,MCB.1,0.0000,0.7500
I,USD,STD,BANK,C,6020,2000-03-31,063479,BARI,11.2170,43.9310
I,USD,STD,BANK,C,6020,2000-03-31,063486,MSBK,16.5590,7.1390
I,USD,STD,BANK,C,6020,2000-03-31,063511,PCBS,0.0000,40.6680
I,USD,STD,BANK,C,6020,2000-03-31,063518,RGFCQ,805.8500,558.5530
I,USD,STD,BANK,C,6020,2000-03-31,063538,SNBC,432.1870,177.7180
I,USD,STD,BANK,C,6020,2000-03-31,063543,SGB,3.1250,8.0000
I,USD,STD,BANK,C,6020,2000-03-31,063551,FMFC.1,3.1530,115.5560
A,USD,STD,BANK,C,6020,2000-03-31,063590,BKRIY,128.0000,4491.0000
I,USD,STD,BANK,C,6020,2000-03-31,063687,CFCB,2.2050,42.5080
I,USD,STD,BANK,C,6020,2000-03-31,063699,PREM.2,0.0000,0.2160
I,USD,STD,BANK,C,6020,2000-03-31,063722,HBEK,0.0000,8.6030
I,USD,STD,BANK,C,6020,2000-03-31,063730,CNBA,1.8500,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,063781,WTFC,68.7210,45.1000
I,USD,STD,BANK,C,6020,2000-03-31,063799,BKBK,0.6000,12.1500
I,USD,STD,BANK,C,6020,2000-03-31,063814,NOVB,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,063998,GLDB.1,124.7610,212.9950
I,USD,STD,BANK,C,6020,2000-03-31,064011,SCB.1,2.3080,20.6200
I,USD,STD,BANK,C,6020,2000-03-31,064142,CCBD,1.7350,1.4790
I,USD,STD,BANK,C,6020,2000-03-31,064194,FMARQ,183.2460,21.4500
I,USD,STD,BANK,C,6020,2000-03-31,064205,BVB,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,064218,WIBC,0.0000,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,064228,UBFO,,
I,USD,STD,BANK,C,6020,2000-03-31,064301,ABNK.1,459.2510,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,064547,SSB,59.1700,26.7500
I,USD,STD,BANK,C,6020,2000-03-31,064584,FSBK,4.8850,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,064614,HABK,0.0000,12.6500
I,USD,STD,BANK,C,6020,2000-03-31,064742,FNFN,1.4210,14.1130
I,USD,STD,BANK,C,6020,2000-03-31,064748,WSBA,0.5000,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,064784,JFBC,6.0260,20.0000
A,USD,STD,BANK,C,6020,2000-03-31,064794,UCB,33.7600,353.7710
I,USD,STD,BANK,C,6020,2000-03-31,064930,TIBB,1.2760,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,064979,PPBI,0.0000,4.8000
I,USD,STD,BANK,C,6020,2000-03-31,065008,CFBC,3.6290,58.5040
A,USD,STD,BANK,C,6020,2000-03-31,065050,GLBZ,0.0000,0.3510
I,USD,STD,BANK,C,6020,2000-03-31,065069,MDST.,,1.0870
I,USD,STD,BANK,C,6020,2000-03-31,065087,VCFC,2.2230,2.3800
A,USD,STD,BANK,C,6020,2000-03-31,065106,OZK,13.7840,144.4860
I,USD,STD,BANK,C,6020,2000-03-31,065133,CBKN,6.0100,15.0000
I,USD,STD,BANK,C,6020,2000-03-31,065176,EVBN,0.0000,5.0000
I,USD,STD,BANK,C,6020,2000-03-31,065214,3DCBF,11.0000,5.2790
A,USD,STD,BANK,C,6020,2000-03-31,065228,COLB,0.0000,44.1480
I,USD,STD,BANK,C,6020,2000-03-31,065231,WGNB,,
I,USD,STD,BANK,C,6020,2000-03-31,065266,FNBP.1,6.7460,46.2100
I,USD,STD,BANK,C,6020,2000-03-31,065426,SHBK,0.0000,1.0050
I,USD,STD,BANK,C,6020,2000-03-31,065456,FNCE,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,065467,FCCY,,
I,USD,STD,BANK,C,6020,2000-03-31,065483,STEL.1,11.3350,11.0000
I,USD,STD,BANK,C,6020,2000-03-31,065515,ANNB,11.4510,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,065532,PCBK,8.3000,13.0000
A,USD,STD,BANK,C,6020,2000-03-31,065548,CAC,215.3310,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,065581,BSAR,,4811.1100
I,USD,STD,BANK,C,6020,2000-03-31,065610,MBRG,10.7390,12.0000
I,USD,STD,BANK,C,6020,2000-03-31,065657,SXNB,10.9610,51.6990
A,USD,STD,BANK,C,6020,2000-03-31,065689,MBWM,27.1710,16.0140
I,USD,STD,BANK,C,6020,2000-03-31,065713,CLBH,,
I,USD,STD,BANK,C,6020,2000-03-31,065777,BAYB,11.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,065884,SBBX,6.1700,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,065895,LICB,0.0000,43.8000
A,USD,STD,BANK,C,6020,2000-03-31,065958,CFFI,18.2300,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,065971,IBCA.1,0.0000,77.3300
I,USD,STD,BANK,C,6020,2000-03-31,066145,CNBD,0.0000,13.3470
I,USD,STD,BANK,C,6020,2000-03-31,066148,EVBS,5.0000,8.0000
A,USD,STD,BANK,C,6020,2000-03-31,066155,NWFL,21.7540,15.0000
I,USD,STD,BANK,C,6020,2000-03-31,066177,BKNW,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,066185,CBBO,21.1970,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,066235,HOPE,0.0000,4.3000
I,USD,STD,BANK,C,6020,2000-03-31,066272,MYST,12.1000,25.7570
A,USD,STD,BANK,C,6020,2000-03-31,066285,HFWA,0.0000,18.1650
A,USD,STD,BANK,C,6020,2000-03-31,066288,MPB,16.1950,24.3620
I,USD,STD,BANK,C,6020,2000-03-31,066313,OPOF,31.8580,12.0000
I,USD,STD,BANK,C,6020,2000-03-31,066484,ECBE,1.6530,3.0000
A,USD,STD,BANK,C,6020,2000-03-31,066503,CTBK,10.4740,18.5000
A,USD,STD,BANK,C,6020,2000-03-31,066504,CBAN,11.8560,16.0490
A,USD,STD,BANK,C,6020,2000-03-31,066597,FUSB,85.1530,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,066648,CWLZ,2.0250,29.7360
I,USD,STD,BANK,C,6020,2000-03-31,066672,CAVB,0.0000,1.6150
A,USD,STD,BANK,C,6020,2000-03-31,105538,BSRR,23.2090,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,105670,BRKL,0.0000,106.8000
I,USD,STD,BANK,C,6020,2000-03-31,105698,CNBB.,5.1050,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,105943,ELBI,117.2810,27.6570
I,USD,STD,BANK,C,6020,2000-03-31,105951,CBNJ.,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,106073,CSNT,0.0000,32.7950
I,USD,STD,BANK,C,6020,2000-03-31,106404,FBSS,0.0000,13.0000
I,USD,STD,BANK,C,6020,2000-03-31,106760,GWBK.1,,24.7420
I,USD,STD,BANK,C,6020,2000-03-31,106770,HFBA,0.0000,12.5460
I,USD,STD,BANK,C,6020,2000-03-31,106807,3HRTB,2.9360,5.0000
I,USD,STD,BANK,C,6020,2000-03-31,106820,HBVA,7.6030,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,107325,MCBC,0.0000,35.0000
I,USD,STD,BANK,C,6020,2000-03-31,107488,MBFC,,
I,USD,STD,BANK,C,6020,2000-03-31,107643,NWYF,32.4620,60.5280
A,USD,STD,BANK,C,6020,2000-03-31,107817,PGC,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,108306,SCMF,,
I,USD,STD,BANK,C,6020,2000-03-31,108449,TAYC,,
A,USD,STD,BANK,C,6020,2000-03-31,108664,UBOH,24.1120,1.1930
I,USD,STD,BANK,C,6020,2000-03-31,108707,VABT,8.1350,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,109318,DEAR,1.1000,4.4860
I,USD,STD,BANK,C,6020,2000-03-31,109584,FTBK,33.8070,125.1820
A,USD,STD,BANK,C,6020,2000-03-31,109599,HTBK,0.0000,7.0000
I,USD,STD,BANK,C,6020,2000-03-31,109621,LBAI,10.2480,6.0000
I,USD,STD,BANK,C,6020,2000-03-31,109683,FNFG,74.5880,239.9310
I,USD,STD,BANK,C,6020,2000-03-31,109825,LFIN.1,210.0000,68.1900
I,USD,STD,BANK,C,6020,2000-03-31,110161,FWBN,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,110399,FBMT,9.2540,0.4940
I,USD,STD,BANK,C,6020,2000-03-31,110488,SVBF,0.0000,0.4310
I,USD,STD,BANK,C,6020,2000-03-31,110681,GLBK,0.0000,10.5000
I,USD,STD,BANK,C,6020,2000-03-31,110683,GNTY.1,0.0000,15.6270
I,USD,STD,BANK,C,6020,2000-03-31,110771,PNTE,7.3930,46.8960
A,USD,STD,BANK,C,6020,2000-03-31,111179,HWBK,,34.4860
I,USD,STD,BANK,C,6020,2000-03-31,111459,FNHM,,
A,USD,STD,BANK,C,6020,2000-03-31,111537,UNB,0.0000,4.1260
A,USD,STD,BANK,C,6020,2000-03-31,111721,EGBN,8.4950,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,111779,COBZ,36.7360,10.9800
A,USD,STD,BANK,C,6020,2000-03-31,111940,FNLC,111.2740,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,111976,WBCO,11.2000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,112007,GRNB.1,5.5820,80.1910
I,USD,STD,BANK,C,6020,2000-03-31,112101,SOMH,,
A,USD,STD,BANK,C,6020,2000-03-31,112254,PFBX,62.6210,0.3120
A,USD,STD,BANK,C,6020,2000-03-31,112295,FCCO,3.1430,0.1050
I,USD,STD,BANK,C,6020,2000-03-31,112362,BCSB,0.0000,17.1000
I,USD,STD,BANK,C,6020,2000-03-31,112593,3FULB,12.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,112618,SBP.1,3073.8010,434.0560
I,USD,STD,BANK,C,6020,2000-03-31,112626,CFNL,6.0000,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,112721,RBCAA,270.2580,186.6360
I,USD,STD,BANK,C,6020,2000-03-31,112965,FLBK.,21.2230,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,113093,SAL,0.0000,48.3810
I,USD,STD,BANK,C,6020,2000-03-31,113299,GBTB,10.0000,34.2010
I,USD,STD,BANK,C,6020,2000-03-31,113367,MERB,13.4060,6.6190
I,USD,STD,BANK,C,6020,2000-03-31,113832,BKFR,29.1680,46.1260
I,USD,STD,BANK,C,6020,2000-03-31,114648,AAAB.,9.0000,9.4000
I,USD,STD,BANK,C,6020,2000-03-31,114880,MFNC,0.0000,79.3280
I,USD,STD,BANK,C,6020,2000-03-31,115082,GECR,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,115566,UCBHQ,0.0000,502.0000
I,USD,STD,BANK,C,6020,2000-03-31,115814,TXUI,,
A,USD,STD,BANK,C,6020,2000-03-31,115876,PB,8.1450,12.0000
I,USD,STD,BANK,C,6020,2000-03-31,116586,SUPR,5.3330,86.7740
I,USD,STD,BANK,C,6020,2000-03-31,116615,VAIL,29.4100,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,116680,UFHI,9.2470,7.3800
I,USD,STD,BANK,C,6020,2000-03-31,116791,MCBI.1,55.5360,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,116831,LCCO,0.0000,70.0000
I,USD,STD,BANK,C,6020,2000-03-31,116894,CSHB,14.8160,1.5000
A,USD,STD,BANK,C,6020,2000-03-31,117018,CFBK,7.0000,32.3860
I,USD,STD,BANK,C,6020,2000-03-31,117028,MDBS.,,
A,USD,STD,BANK,C,6020,2000-03-31,117034,FCAP,0.0000,10.1690
A,USD,STD,BANK,C,6020,2000-03-31,117141,EFSC,0.0000,17.9100
I,USD,STD,BANK,C,6020,2000-03-31,117161,STL,129.4460,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,117868,TOFC,0.2100,0.0000
A,USD,STD,BANK,C,6020,2000-03-31,118042,EWBC,36.0000,339.5320
A,USD,STD,BANK,C,6020,2000-03-31,119014,ALBY,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,119295,GBTS,0.0000,3.0000
A,USD,STD,BANK,C,6020,2000-03-31,119436,FBPI,0.0000,5.0000
I,USD,STD,BANK,C,6020,2000-03-31,119813,ACBA.1,,
I,USD,STD,BANK,C,6020,2000-03-31,119974,FSBC.1,0.0000,28.0000
I,USD,STD,BANK,C,6020,2000-03-31,120193,BERK,1.5000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,120354,FBK.1,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,120815,EPEN,,
I,USD,STD,BANK,C,6020,2000-03-31,121199,CADE.2,55.8840,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,121381,PMBC,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,121562,TFINQ,12.4320,40.9520
A,USD,STD,BANK,C,6020,2000-03-31,121713,FISI,,60.5180
I,USD,STD,BANK,C,6020,2000-03-31,121816,PVTB,2.6000,20.7280
I,USD,STD,BANK,C,6020,2000-03-31,121818,SCBL,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,123495,ATBC,3.0420,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,123720,JAXB,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,125034,PCCI.1,76.1000,47.2500
A,USD,STD,BANK,C,6020,2000-03-31,125234,CIZN,13.0000,12.7850
A,USD,STD,BANK,C,6020,2000-03-31,125580,SFST,0.0000,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,126140,PFI.2,45.1630,36.3790
I,USD,STD,BANK,C,6020,2000-03-31,127797,MFSF,,61.5570
I,USD,STD,BANK,C,6020,2000-03-31,127799,PPA.2,44.8550,11.5000
I,USD,STD,BANK,C,6020,2000-03-31,132498,SBMC,116.3080,84.0000
I,USD,STD,BANK,C,6020,2000-03-31,133644,3MSTI,,105.8680
I,USD,STD,BANK,C,6020,2000-03-31,133685,TRBC.2,23.2000,342.1510
A,USD,STD,BANK,C,6020,2000-03-31,136265,BANC,,
I,USD,STD,BANK,C,6020,2000-03-31,137351,BHLB,0.8700,86.3470
I,USD,STD,BANK,C,6020,2000-03-31,138128,PUBB,,
I,USD,STD,BANK,C,6020,2000-03-31,142088,CSFL,,
A,USD,STD,BANK,C,6020,2000-03-31,143153,SHBI,5.3670,5.0000
I,USD,STD,BANK,C,6020,2000-03-31,143910,BBNK,,
A,USD,STD,BANK,C,6020,2000-03-31,144535,HDB,384.1480,39.4680
I,USD,STD,BANK,C,6020,2000-03-31,146602,3CLOV,,
A,USD,STD,BANK,C,6020,2000-03-31,147220,MBVA,,
I,USD,STD,BANK,C,6020,2000-03-31,147948,CFHZ,1.2450,0.0000
I,USD,STD,BANK,C,6020,2000-03-31,149618,BANC.3,,
A,USD,STD,BANK,C,6020,2000-03-31,150306,TCBI,,
I,USD,STD,BANK,C,6020,2000-03-31,150478,OCNB.1,,
I,USD,STD,BANK,C,6020,2000-03-31,151078,BOFLQ,,
I,USD,STD,BANK,C,6020,2000-03-31,151606,OLCB,0.0000,0.2150
I,USD,STD,BANK,C,6020,2000-03-31,205774,HCB,,
I,USD,STD,BANK,C,6020,2000-03-31,219806,IBN.1,0.0000,56.7500
A,USD,STD,BANK,C,6020,2000-03-31,223148,IBN,2778.5570,8801.5120
A,USD,STD,BANK,C,6020,2000-03-31,241366,BCH,2639.8390,150.7830
I,USD,STD,BANK,C,6020,2000-04-30,016926,MFLR,9.0000,13.0000
I,USD,STD,BANK,C,6020,2000-06-30,001619,ASO.1,4752.9080,6424.2020
I,USD,STD,BANK,C,6020,2000-06-30,001998,ONE.1,39437.0000,39093.0000
A,USD,STD,BANK,C,6020,2000-06-30,002002,BPOP,7791.8510,2027.7220
A,USD,STD,BANK,C,6020,2000-06-30,002005,BOH,2767.4450,902.1740
I,USD,STD,BANK,C,6020,2000-06-30,002007,FBA,19.0690,48.4490
A,USD,STD,BANK,C,6020,2000-06-30,002019,BK,1455.0000,8955.0000
A,USD,STD,BANK,C,6020,2000-06-30,002620,0176A,3072.0020,910.6620
I,USD,STD,BANK,C,6020,2000-06-30,002731,PVN,50.3100,891.7210
I,USD,STD,BANK,C,6020,2000-06-30,002849,BBVA1,1575.3690,2177.9990
A,USD,STD,BANK,C,6020,2000-06-30,002968,JPM,68254.0000,24054.0000
I,USD,STD,BANK,C,6020,2000-06-30,003066,3614B,33545.0000,27415.0000
I,USD,STD,BANK,C,6020,2000-06-30,003071,CRBC,1024.5550,272.6630
I,USD,STD,BANK,C,6020,2000-06-30,003082,CYN.1,1198.7670,303.5470
A,USD,STD,BANK,C,6020,2000-06-30,003231,CMA,1524.1980,10041.6460
A,USD,STD,BANK,C,6020,2000-06-30,003238,CBSH,865.9200,125.1640
A,USD,STD,BANK,C,6020,2000-06-30,003643,CFR,273.2180,98.5410
A,USD,STD,BANK,C,6020,2000-06-30,004640,FITB,9063.6240,2459.5030
A,USD,STD,BANK,C,6020,2000-06-30,004674,RF,4483.3690,2370.1480
I,USD,STD,BANK,C,6020,2000-06-30,004678,FMER,1724.6470,0.0000
I,USD,STD,BANK,C,6020,2000-06-30,004682,USB.1,2034.0000,20712.0000
A,USD,STD,BANK,C,6020,2000-06-30,004685,TRMK,2083.6020,0.0000
A,USD,STD,BANK,C,6020,2000-06-30,004690,FCNCA,562.9200,153.7610
A,USD,STD,BANK,C,6020,2000-06-30,004699,MTB,2604.9190,1774.8160
I,USD,STD,BANK,C,6020,2000-06-30,004708,BWE,650.9860,1081.6640
